slot,ref_tick,sz,shred_cnt
308019418,13,34299,36
308019418,15,34495,36
308019418,16,33710,35
308019418,17,36166,38
308019418,18,37909,39
308019418,19,38538,40
308019418,20,36220,38
308019418,21,45157,47
308019418,22,35570,37
308019418,23,33882,35
308019418,24,43082,45
308019418,26,35845,37
308019418,29,34137,36
308019418,32,34037,35
308019418,34,36408,38
308019418,36,36777,38
308019418,40,33773,35
308019418,49,8433,9
308019418,59,488,1
308019418,0,30207,32
308019419,1,44606,46
308019419,1,50135,52
308019419,2,33854,35
308019419,2,35267,37
308019419,3,46614,48
308019419,5,34672,36
308019419,8,34564,36
308019419,12,34320,36
308019419,15,34350,36
308019419,16,33816,35
308019419,18,34829,36
308019419,19,34048,35
308019419,21,35181,37
308019419,23,35821,37
308019419,25,33987,35
308019419,28,36139,38
308019419,37,25366,26
308019419,47,26377,27
308019419,56,3795,4
308019419,0,392,32
308019420,1,48138,50
308019420,2,49326,51
308019420,3,49007,51
308019420,4,44590,46
308019420,5,42333,44
308019420,5,38144,40
308019420,6,43310,45
308019420,7,47137,49
308019420,8,44768,46
308019420,9,47011,49
308019420,10,47599,49
308019420,11,36107,38
308019420,12,41422,43
308019420,12,33875,35
308019420,14,53743,56
308019420,15,49161,51
308019420,15,33732,35
308019420,16,53981,56
308019420,17,34800,36
308019420,18,35105,37
308019420,19,35163,37
308019420,21,33848,35
308019420,25,34892,36
308019420,33,46542,48
308019420,38,35755,37
308019420,47,16418,17
308019420,53,34808,36
308019420,62,18760,19
308019420,0,104,32
308019421,1,34644,36
308019421,3,33966,35
308019421,5,36373,38
308019421,7,33670,35
308019421,11,33966,35
308019421,14,33750,35
308019421,16,33958,35
308019421,18,34079,35
308019421,19,33913,35
308019421,21,34626,36
308019421,25,33678,35
308019421,31,39382,41
308019421,35,34015,35
308019421,37,33853,35
308019421,46,14969,16
308019421,56,33727,35
308019421,56,33994,35
308019421,0,30154,32
308019422,0,34129,36
308019422,1,48150,50
308019422,2,52229,54
308019422,2,43127,45
308019422,3,52551,54
308019422,5,49951,52
308019422,5,33850,35
308019422,6,47896,50
308019422,7,46498,48
308019422,8,35239,37
308019422,9,52441,54
308019422,10,38008,39
308019422,13,34495,36
308019422,18,34156,36
308019422,25,36502,38
308019422,31,34073,35
308019422,35,33882,35
308019422,44,19693,20
308019422,54,488,1
308019422,55,40976,43
308019422,56,54028,56
308019422,57,46576,48
308019422,0,33297,35
308019423,1,50016,52
308019423,1,35624,37
308019423,2,37255,39
308019423,3,53359,55
308019423,4,52724,55
308019423,5,46622,48
308019423,6,46225,48
308019423,8,34169,36
308019423,10,34882,36
308019423,12,33888,35
308019423,14,34530,36
308019423,17,34747,36
308019423,22,36541,38
308019423,29,34487,36
308019423,38,27702,28
308019423,47,20392,21
308019423,57,488,1
308019423,0,7721,32
308019424,1,39796,41
308019424,2,40665,42
308019424,3,42525,44
308019424,4,35738,37
308019424,4,35502,37
308019424,5,50757,53
308019424,6,33758,35
308019424,7,51794,54
308019424,8,34332,36
308019424,9,44907,47
308019424,10,40836,42
308019424,11,40338,42
308019424,12,40348,42
308019424,12,45548,47
308019424,13,34326,36
308019424,14,43138,45
308019424,15,38367,40
308019424,15,40936,42
308019424,16,33944,35
308019424,17,52871,55
308019424,18,33957,35
308019424,19,38561,40
308019424,20,34519,36
308019424,21,34505,36
308019424,22,33775,35
308019424,24,33772,35
308019424,26,34354,36
308019424,27,34317,36
308019424,29,33743,35
308019424,30,34567,36
308019424,33,34501,36
308019424,43,29171,30
308019424,51,33773,35
308019424,60,25724,26
308019424,0,567,32
308019425,6,34183,36
308019425,9,34647,36
308019425,11,39115,41
308019425,13,35258,37
308019425,15,40909,42
308019425,17,34729,36
308019425,18,36237,38
308019425,20,40771,42
308019425,22,42353,44
308019425,24,34079,35
308019425,26,42135,44
308019425,28,34789,36
308019425,29,34422,36
308019425,31,45489,47
308019425,34,39261,41
308019425,37,34025,35
308019425,46,16366,17
308019425,56,48347,50
308019425,0,27403,32
308019426,2,33892,35
308019426,8,34598,36
308019426,10,33934,35
308019426,12,33743,35
308019426,13,50161,52
308019426,14,34655,36
308019426,16,36571,38
308019426,17,36320,38
308019426,19,42323,44
308019426,22,41024,43
308019426,25,36386,38
308019426,26,34885,36
308019426,27,37641,39
308019426,29,34307,36
308019426,31,43700,45
308019426,33,33757,35
308019426,34,37997,39
308019426,36,34906,36
308019426,40,35807,37
308019426,50,488,1
308019426,54,41930,44
308019426,63,19616,20
308019426,0,56,32
308019427,2,38947,40
308019427,5,35518,37
308019427,7,33825,35
308019427,11,34608,36
308019427,12,34321,36
308019427,14,35132,37
308019427,17,33803,35
308019427,19,36252,38
308019427,22,36888,38
308019427,25,41031,43
308019427,28,37987,39
308019427,31,33822,35
308019427,34,34030,35
308019427,36,34491,36
308019427,39,34156,36
308019427,43,42105,44
308019427,44,40386,42
308019427,53,11853,12
308019427,63,31258,32
308019427,0,1369,32
308019428,1,37045,38
308019428,2,37348,39
308019428,3,37909,39
308019428,3,34400,36
308019428,4,34430,36
308019428,5,43108,45
308019428,7,34681,36
308019428,8,34060,35
308019428,9,34597,36
308019428,10,38242,40
308019428,10,39215,41
308019428,12,34565,36
308019428,12,40898,42
308019428,14,33685,35
308019428,15,35001,36
308019428,16,41787,43
308019428,18,42420,44
308019428,20,47467,49
308019428,21,35161,37
308019428,22,40936,42
308019428,23,36315,38
308019428,25,38279,40
308019428,26,36007,37
308019428,27,36450,38
308019428,28,39534,41
308019428,29,34876,36
308019428,31,38498,40
308019428,40,31305,32
308019428,50,488,1
308019428,54,41128,43
308019428,55,34136,36
308019428,0,28227,32
308019429,2,34927,36
308019429,4,38917,40
308019429,6,33796,35
308019429,9,33900,35
308019429,11,33689,35
308019429,13,35510,37
308019429,15,37378,39
308019429,17,42277,44
308019429,20,35140,37
308019429,22,34136,36
308019429,24,41284,43
308019429,27,47338,49
308019429,29,38585,40
308019429,32,36167,38
308019429,34,37910,39
308019429,35,33991,35
308019429,38,34357,36
308019429,47,27012,28
308019429,56,47158,49
308019429,58,34655,36
308019429,0,14453,32
308019430,5,33689,35
308019430,8,35455,37
308019430,11,33647,35
308019430,13,38251,40
308019430,15,37942,39
308019430,17,44837,46
308019430,19,34262,36
308019430,22,44434,46
308019430,24,44129,46
308019430,26,35070,36
308019430,27,35849,37
308019430,30,40515,42
308019430,32,34238,36
308019430,35,35355,37
308019430,38,35079,36
308019430,44,34461,36
308019430,53,32020,33
308019430,63,488,1
308019430,0,56,32
308019431,1,33899,35
308019431,2,47088,49
308019431,4,33840,35
308019431,6,33950,35
308019431,9,34635,36
308019431,10,35083,36
308019431,13,41314,43
308019431,15,36553,38
308019431,16,36614,38
308019431,18,36532,38
308019431,20,38694,40
308019431,22,36516,38
308019431,24,34015,35
308019431,27,33758,35
308019431,29,33675,35
308019431,31,34266,36
308019431,32,34056,35
308019431,36,33855,35
308019431,45,18367,19
308019431,53,36734,38
308019431,54,46319,48
308019431,55,34448,36
308019431,0,10962,32
308019432,5,33762,35
308019432,12,42792,44
308019432,15,36889,38
308019432,20,35045,36
308019432,21,39610,41
308019432,22,37413,39
308019432,24,33824,35
308019432,28,34848,36
308019432,38,34172,36
308019432,43,39013,41
308019432,44,42529,44
308019432,45,43783,45
308019432,46,43088,45
308019432,55,28260,29
308019432,0,829,32
308019433,1,45098,47
308019433,2,52096,54
308019433,3,47353,49
308019433,4,45936,48
308019433,6,38212,40
308019433,7,39172,41
308019433,8,45571,47
308019433,16,35950,37
308019433,25,34615,36
308019433,27,48677,50
308019433,33,34027,35
308019433,43,28636,29
308019433,47,51727,54
308019433,48,46932,49
308019433,52,47413,49
308019433,62,488,1
308019433,0,104,32
308019434,1,34032,35
308019434,9,33770,35
308019434,18,36272,38
308019434,21,52316,54
308019434,22,44573,46
308019434,23,46780,48
308019434,24,46292,48
308019434,25,46350,48
308019434,26,44623,46
308019434,30,34020,35
308019434,39,33828,35
308019434,49,6356,7
308019434,59,488,1
308019434,0,248,32
308019435,1,46244,48
308019435,2,45008,47
308019435,3,44814,46
308019435,4,43137,45
308019435,5,46478,48
308019435,6,44550,46
308019435,7,44548,46
308019435,8,39248,41
308019435,15,33675,35
308019435,23,33759,35
308019435,27,33833,35
308019435,30,33940,35
308019435,31,34680,36
308019435,32,38565,40
308019435,33,43491,45
308019435,36,35988,37
308019435,45,7768,8
308019435,55,3088,4
308019435,0,440,32
308019436,1,51878,54
308019436,2,37475,39
308019436,3,35969,37
308019436,4,45895,48
308019436,4,36923,38
308019436,5,33787,35
308019436,6,44545,46
308019436,6,34501,36
308019436,7,36012,37
308019436,7,33777,35
308019436,8,48577,50
308019436,9,49918,52
308019436,10,43895,46
308019436,12,47290,49
308019436,12,34403,36
308019436,13,40976,43
308019436,15,48417,50
308019436,16,42751,44
308019436,17,40856,42
308019436,18,44315,46
308019436,20,42666,44
308019436,22,33824,35
308019436,23,34779,36
308019436,24,56295,58
308019436,24,33934,35
308019436,25,34220,36
308019436,25,42138,44
308019436,28,33945,35
308019436,30,33769,35
308019436,32,33973,35
308019436,33,33753,35
308019436,36,33673,35
308019436,38,34171,36
308019436,42,33768,35
308019436,51,7991,8
308019436,61,2769,3
308019436,0,152,32
308019437,1,40665,42
308019437,3,34668,36
308019437,5,34271,36
308019437,7,33767,35
308019437,11,34442,36
308019437,13,34143,36
308019437,15,34215,36
308019437,16,36872,38
308019437,19,33969,35
308019437,20,33814,35
308019437,22,34239,36
308019437,24,35929,37
308019437,26,33878,35
308019437,28,44230,46
308019437,30,43807,45
308019437,32,33985,35
308019437,35,33786,35
308019437,38,36822,38
308019437,42,33635,35
308019437,48,36151,38
308019437,52,37273,39
308019437,55,38027,40
308019437,56,35018,36
308019437,59,34984,36
308019437,60,33775,35
308019437,0,18135,32
308019438,3,36754,38
308019438,5,34525,36
308019438,6,35810,37
308019438,8,34700,36
308019438,11,36716,38
308019438,13,33837,35
308019438,15,36131,38
308019438,19,34325,36
308019438,21,35424,37
308019438,23,35917,37
308019438,24,34499,36
308019438,25,33969,35
308019438,26,34581,36
308019438,28,34423,36
308019438,29,47548,49
308019438,31,34263,36
308019438,33,34298,36
308019438,34,37000,38
308019438,35,40469,42
308019438,37,36232,38
308019438,41,34508,36
308019438,50,16500,17
308019438,60,488,1
308019438,0,11732,32
308019439,0,34678,36
308019439,1,46239,48
308019439,2,33768,35
308019439,2,34313,36
308019439,3,33702,35
308019439,3,37564,39
308019439,6,36938,38
308019439,11,35141,37
308019439,13,36730,38
308019439,14,34905,36
308019439,15,35389,37
308019439,16,35124,37
308019439,17,34157,36
308019439,18,35705,37
308019439,20,38782,40
308019439,21,33719,35
308019439,22,33823,35
308019439,25,33774,35
308019439,27,34151,36
308019439,29,40522,42
308019439,31,34182,36
308019439,32,35529,37
308019439,34,33806,35
308019439,37,33897,35
308019439,40,35914,37
308019439,45,34030,35
308019439,54,3406,4
308019439,0,488,32
308019440,1,40139,42
308019440,2,34859,36
308019440,3,35428,37
308019440,4,42814,44
308019440,4,34654,36
308019440,5,35590,37
308019440,6,35797,37
308019440,7,36641,38
308019440,8,46763,48
308019440,8,34719,36
308019440,9,34515,36
308019440,9,34974,36
308019440,9,33791,35
308019440,10,48259,50
308019440,10,34005,35
308019440,12,41153,43
308019440,14,40310,42
308019440,17,50782,53
308019440,19,33885,35
308019440,20,36895,38
308019440,22,34371,36
308019440,23,35466,37
308019440,25,37950,39
308019440,26,33634,35
308019440,29,35933,37
308019440,32,34143,36
308019440,35,34789,36
308019440,38,36540,38
308019440,47,15553,16
308019440,57,488,1
308019440,0,344,32
308019441,0,34040,35
308019441,1,37637,39
308019441,1,33855,35
308019441,2,34101,35
308019441,3,33703,35
308019441,9,35335,37
308019441,12,34178,36
308019441,14,35571,37
308019441,17,34537,36
308019441,19,36601,38
308019441,21,43096,45
308019441,23,42227,44
308019441,24,34526,36
308019441,25,43063,45
308019441,27,44435,46
308019441,29,39722,41
308019441,30,33706,35
308019441,33,48012,50
308019441,34,33721,35
308019441,37,39945,41
308019441,40,33825,35
308019441,43,35425,37
308019441,46,34054,35
308019441,51,34015,35
308019441,60,32635,34
308019441,0,200,32
308019442,1,36837,38
308019442,3,33819,35
308019442,7,35201,37
308019442,10,45694,47
308019442,11,37613,39
308019442,13,35847,37
308019442,14,34346,36
308019442,15,33850,35
308019442,17,34193,36
308019442,20,33663,35
308019442,22,34179,36
308019442,23,40728,42
308019442,25,40534,42
308019442,26,41324,43
308019442,28,33864,35
308019442,29,33959,35
308019442,31,34513,36
308019442,34,40551,42
308019442,44,31203,32
308019442,53,48435,50
308019442,54,35348,37
308019442,63,7210,8
308019442,0,56,32
308019443,1,50524,52
308019443,2,40984,43
308019443,9,52973,55
308019443,11,36810,38
308019443,12,33920,35
308019443,14,33873,35
308019443,17,34041,35
308019443,19,40603,42
308019443,21,34643,36
308019443,23,34300,36
308019443,26,44477,46
308019443,27,40176,42
308019443,29,34150,36
308019443,30,34689,36
308019443,33,39496,41
308019443,36,34030,35
308019443,38,35582,37
308019443,47,15732,16
308019443,55,41320,43
308019443,56,40984,43
308019443,58,36069,37
308019443,59,35399,37
308019443,0,2210,32
308019444,1,39477,41
308019444,3,41032,43
308019444,5,36292,38
308019444,5,34250,36
308019444,6,38743,40
308019444,7,34991,36
308019444,8,43532,45
308019444,9,48224,50
308019444,12,45794,47
308019444,14,34452,36
308019444,16,34548,36
308019444,17,49283,51
308019444,18,41939,44
308019444,20,34334,36
308019444,23,53412,55
308019444,25,34229,36
308019444,26,46586,48
308019444,28,38684,40
308019444,30,37873,39
308019444,31,34135,36
308019444,38,34704,36
308019444,41,33795,35
308019444,48,34005,35
308019444,58,32759,34
308019444,0,15951,32
308019445,5,34862,36
308019445,8,34604,36
308019445,10,34469,36
308019445,12,34237,36
308019445,15,33957,35
308019445,17,34335,36
308019445,21,34686,36
308019445,26,38144,40
308019445,31,73494,75
308019445,35,33935,35
308019445,36,36730,38
308019445,39,33664,35
308019445,41,37626,39
308019445,45,33656,35
308019445,48,37733,39
308019445,51,34745,36
308019445,53,34200,36
308019445,55,36060,37
308019445,56,34277,36
308019445,0,33103,34
308019446,6,40905,42
308019446,9,37348,39
308019446,13,36346,38
308019446,14,39489,41
308019446,16,33951,35
308019446,17,34504,36
308019446,18,43056,45
308019446,20,33832,35
308019446,22,34712,36
308019446,23,42826,44
308019446,26,37327,39
308019446,29,36432,38
308019446,33,46720,48
308019446,37,50511,52
308019446,41,35222,37
308019446,42,34030,35
308019446,44,33771,35
308019446,47,34084,35
308019446,49,33736,35
308019446,52,34005,35
308019446,57,34023,35
308019446,59,33876,35
308019446,0,27020,32
308019447,3,41080,43
308019447,6,35618,37
308019447,7,33957,35
308019447,8,34409,36
308019447,10,45040,47
308019447,13,35334,37
308019447,16,43221,45
308019447,21,43042,45
308019447,24,34377,36
308019447,28,34662,36
308019447,31,35314,37
308019447,36,37206,39
308019447,40,33947,35
308019447,46,33772,35
308019447,50,35410,37
308019447,55,34068,35
308019447,0,32993,34
308019452,2,50218,52
308019452,3,38751,40
308019452,4,34528,36
308019452,5,37280,39
308019452,5,36023,37
308019452,6,34610,36
308019452,7,34160,36
308019452,9,108703,111
308019452,10,38685,40
308019452,10,34180,36
308019452,11,35914,37
308019452,11,33995,35
308019452,12,33710,35
308019452,13,33985,35
308019452,13,38842,40
308019452,17,34305,36
308019452,18,37281,39
308019452,19,37247,39
308019452,19,36316,38
308019452,20,34481,36
308019452,22,33762,35
308019452,25,38672,40
308019452,26,34122,35
308019452,27,34021,35
308019452,28,34622,36
308019452,31,37900,39
308019452,38,34719,36
308019452,47,19618,20
308019452,57,488,1
308019452,0,5815,32
308019453,1,44158,46
308019453,3,34008,35
308019453,5,33894,35
308019453,7,36579,38
308019453,10,33986,35
308019453,13,34539,36
308019453,15,33882,35
308019453,17,34215,36
308019453,18,40914,42
308019453,20,34860,36
308019453,22,34116,35
308019453,25,39157,41
308019453,26,34575,36
308019453,29,46518,48
308019453,30,37198,39
308019453,32,34250,36
308019453,35,34336,36
308019453,38,37837,39
308019453,39,39411,41
308019453,43,38195,40
308019453,48,34849,36
308019453,52,34800,36
308019453,55,36883,38
308019453,58,34226,36
308019453,0,21144,32
308019454,1,34553,36
308019454,1,40409,42
308019454,2,36260,38
308019454,3,40357,42
308019454,5,34668,36
308019454,8,33742,35
308019454,9,33649,35
308019454,12,47189,49
308019454,15,34146,36
308019454,16,36585,38
308019454,18,35851,37
308019454,19,42940,45
308019454,20,36374,38
308019454,22,34699,36
308019454,23,38123,40
308019454,26,39216,41
308019454,28,38122,40
308019454,30,35084,36
308019454,32,34433,36
308019454,35,33897,35
308019454,38,36193,38
308019454,48,24214,25
308019454,57,20156,21
308019454,0,344,32
308019455,1,41341,43
308019455,2,41229,43
308019455,3,45821,47
308019455,6,33937,35
308019455,9,34079,35
308019455,11,34284,36
308019455,13,44202,46
308019455,16,43518,45
308019455,18,35583,37
308019455,20,37222,39
308019455,21,36626,38
308019455,22,34095,35
308019455,24,34170,36
308019455,25,34412,36
308019455,27,34440,36
308019455,28,37036,38
308019455,31,33870,35
308019455,32,34065,35
308019455,33,34337,36
308019455,35,34470,36
308019455,36,34324,36
308019455,37,34141,36
308019455,40,35190,37
308019455,48,34606,36
308019455,54,44195,46
308019455,63,19309,20
308019455,0,56,32
308019456,2,42111,44
308019456,3,40468,42
308019456,4,44963,47
308019456,4,36697,38
308019456,5,35529,37
308019456,5,36367,38
308019456,6,36150,38
308019456,7,34005,35
308019456,8,35560,37
308019456,8,34537,36
308019456,9,34479,36
308019456,9,33670,35
308019456,9,34104,35
308019456,10,38621,40
308019456,10,36588,38
308019456,10,33848,35
308019456,11,33690,35
308019456,11,34421,36
308019456,11,34312,36
308019456,12,34353,36
308019456,13,51135,53
308019456,15,38437,40
308019456,16,34033,35
308019456,17,33789,35
308019456,18,38454,40
308019456,21,38189,40
308019456,30,27942,29
308019456,40,488,1
308019456,50,18545,19
308019456,60,14460,15
308019456,0,200,32
308019457,0,33991,35
308019457,1,49012,51
308019457,2,40984,43
308019457,4,34096,35
308019457,4,34171,36
308019457,5,34249,36
308019457,6,33836,35
308019457,9,33860,35
308019457,10,34982,36
308019457,14,34654,36
308019457,17,34351,36
308019457,20,34176,36
308019457,22,36436,38
308019457,24,33838,35
308019457,26,33694,35
308019457,28,33851,35
308019457,30,34771,36
308019457,39,4303,5
308019457,49,488,1
308019457,59,31356,32
308019457,0,248,32
308019458,1,34981,36
308019458,1,43219,45
308019458,2,37821,39
308019458,2,34155,36
308019458,3,34755,36
308019458,3,34372,36
308019458,4,34119,35
308019458,5,44920,47
308019458,6,40982,43
308019458,6,34543,36
308019458,7,49636,51
308019458,8,45963,48
308019458,9,50902,53
308019458,10,34061,35
308019458,12,34033,35
308019458,15,34523,36
308019458,19,34690,36
308019458,22,34371,36
308019458,24,34003,35
308019458,27,33801,35
308019458,29,33900,35
308019458,31,44557,46
308019458,33,49499,51
308019458,42,22465,23
308019458,52,488,1
308019458,59,34498,36
308019458,59,35727,37
308019458,60,37575,39
308019458,0,3438,32
308019459,1,36486,38
308019459,2,39182,41
308019459,2,34767,36
308019459,3,53251,55
308019459,5,47222,49
308019459,6,34218,36
308019459,6,35828,37
308019459,7,33721,35
308019459,8,52143,54
308019459,10,33811,35
308019459,13,33673,35
308019459,15,33832,35
308019459,17,36200,38
308019459,19,34353,36
308019459,24,35697,37
308019459,28,33888,35
308019459,31,33706,35
308019459,32,46778,48
308019459,33,34437,36
308019459,36,34232,36
308019459,45,23404,24
308019459,55,488,1
308019459,0,11972,32
308019460,1,50371,52
308019460,2,34923,36
308019460,3,36654,38
308019460,4,34137,36
308019460,4,34869,36
308019460,5,49373,51
308019460,6,33922,35
308019460,6,35974,37
308019460,7,34432,36
308019460,8,34763,36
308019460,9,39070,41
308019460,10,50352,52
308019460,12,44908,47
308019460,13,45872,48
308019460,14,40736,42
308019460,15,51504,53
308019460,16,38405,40
308019460,17,49100,51
308019460,18,50466,52
308019460,20,50406,52
308019460,21,41480,43
308019460,23,33959,35
308019460,25,43319,45
308019460,26,35883,37
308019460,28,42236,44
308019460,30,35264,37
308019460,32,33691,35
308019460,34,33843,35
308019460,35,34473,36
308019460,37,34324,36
308019460,43,38750,40
308019460,52,19029,20
308019460,62,488,1
308019460,0,104,32
308019461,1,48568,50
308019461,5,34574,36
308019461,9,34455,36
308019461,11,35757,37
308019461,14,38385,40
308019461,15,41031,43
308019461,16,33715,35
308019461,17,33836,35
308019461,18,38882,40
308019461,20,34144,36
308019461,21,34131,36
308019461,22,33944,35
308019461,23,34216,36
308019461,25,34006,35
308019461,26,43076,45
308019461,27,41803,43
308019461,28,38389,40
308019461,30,33698,35
308019461,31,34350,36
308019461,34,34363,36
308019461,43,7891,8
308019461,53,488,1
308019461,63,10858,11
308019461,0,56,32
308019462,1,51329,53
308019462,2,46479,48
308019462,4,44255,46
308019462,7,34046,35
308019462,12,38896,40
308019462,15,45327,47
308019462,16,45879,48
308019462,18,49690,51
308019462,20,41545,43
308019462,22,34417,36
308019462,23,39494,41
308019462,25,40522,42
308019462,26,40853,42
308019462,29,46402,48
308019462,31,38963,40
308019462,33,33743,35
308019462,35,33659,35
308019462,37,34800,36
308019462,46,27967,29
308019462,56,488,1
308019462,0,4032,32
308019463,1,44455,46
308019463,2,34215,36
308019463,4,33843,35
308019463,6,33864,35
308019463,9,36296,38
308019463,12,38368,40
308019463,14,38623,40
308019463,17,33650,35
308019463,18,36657,38
308019463,21,34617,36
308019463,24,39724,41
308019463,27,39080,41
308019463,30,34278,36
308019463,32,34793,36
308019463,35,34333,36
308019463,37,33648,35
308019463,39,35141,37
308019463,48,27435,28
308019463,58,488,1
308019463,62,43660,45
308019463,0,13864,32
308019464,2,37171,39
308019464,4,38034,40
308019464,4,38359,40
308019464,5,38993,40
308019464,6,33920,35
308019464,7,35973,37
308019464,7,42528,44
308019464,8,34720,36
308019464,10,40352,42
308019464,11,36529,38
308019464,12,35495,37
308019464,13,50580,52
308019464,15,45640,47
308019464,16,35235,37
308019464,18,45384,47
308019464,19,34630,36
308019464,21,33843,35
308019464,26,63898,65
308019464,28,40585,42
308019464,30,33956,35
308019464,30,34356,36
308019464,32,34764,36
308019464,34,34878,36
308019464,36,34316,36
308019464,39,34613,36
308019464,41,34378,36
308019464,44,33654,35
308019464,46,35149,37
308019464,48,33726,35
308019464,53,33865,35
308019464,62,20660,21
308019464,0,104,32
308019465,1,33993,35
308019465,8,34114,35
308019465,12,46169,48
308019465,14,37424,39
308019465,16,34271,36
308019465,17,34605,36
308019465,19,36289,38
308019465,21,34071,35
308019465,22,35243,37
308019465,23,34406,36
308019465,24,48336,50
308019465,26,34689,36
308019465,27,47741,49
308019465,28,34231,36
308019465,29,40629,42
308019465,31,44182,46
308019465,32,42859,44
308019465,33,33708,35
308019465,35,33721,35
308019465,37,34205,36
308019465,39,35961,37
308019465,44,34910,36
308019465,48,33844,35
308019465,57,34519,36
308019465,59,34010,35
308019465,0,9053,32
308019466,4,36055,37
308019466,13,44934,47
308019466,14,33769,35
308019466,16,33891,35
308019466,18,34083,35
308019466,19,33659,35
308019466,22,34077,35
308019466,24,35073,36
308019466,24,33653,35
308019466,26,39350,41
308019466,27,51122,53
308019466,29,40273,42
308019466,30,40738,42
308019466,31,36190,38
308019466,33,33955,35
308019466,34,33831,35
308019466,34,35575,37
308019466,36,33980,35
308019466,40,37240,39
308019466,45,34393,36
308019466,50,38876,40
308019466,57,38250,40
308019466,60,35560,37
308019466,0,4981,32
308019467,3,37668,39
308019467,4,34475,36
308019467,6,34649,36
308019467,7,33802,35
308019467,11,33960,35
308019467,18,38631,40
308019467,22,44377,46
308019467,24,35048,36
308019467,25,35468,37
308019467,27,43916,46
308019467,29,38830,40
308019467,32,42020,44
308019467,36,36753,38
308019467,40,33960,35
308019467,45,33832,35
308019467,51,33636,35
308019467,54,34148,36
308019467,55,39897,41
308019467,56,33635,35
308019467,56,36161,38
308019467,62,33859,35
308019467,0,6806,32
308019468,2,38491,40
308019468,3,35386,37
308019468,4,35879,37
308019468,5,35601,37
308019468,6,38584,40
308019468,6,33797,35
308019468,7,42579,44
308019468,7,50334,52
308019468,8,38552,40
308019468,8,43010,45
308019468,9,46784,48
308019468,10,41394,43
308019468,11,46753,48
308019468,13,53477,55
308019468,14,36377,38
308019468,17,33676,35
308019468,19,34324,36
308019468,21,34421,36
308019468,24,35723,37
308019468,26,34666,36
308019468,29,33643,35
308019468,38,27697,28
308019468,48,488,1
308019468,54,47536,49
308019468,55,34048,35
308019468,0,12297,32
308019469,2,35566,37
308019469,7,34192,36
308019469,16,27896,29
308019469,19,34560,36
308019469,23,33652,35
308019469,25,38018,39
308019469,27,46759,48
308019469,27,34387,36
308019469,29,45621,47
308019469,30,37475,39
308019469,32,42853,44
308019469,33,37156,39
308019469,34,43885,46
308019469,35,38982,40
308019469,39,34815,36
308019469,48,440,1
308019469,58,488,1
308019469,60,33973,35
308019469,61,34003,35
308019469,62,46061,48
308019469,0,8710,32
308019470,6,34842,36
308019470,12,34047,35
308019470,16,34297,36
308019470,18,34555,36
308019470,20,34036,35
308019470,22,34088,35
308019470,25,49403,51
308019470,27,45352,47
308019470,28,38715,40
308019470,30,46844,49
308019470,31,34548,36
308019470,32,51309,53
308019470,34,47217,49
308019470,35,52217,54
308019470,36,47324,49
308019470,37,34172,36
308019470,46,31210,32
308019470,56,488,1
308019470,60,50785,53
308019470,61,36692,38
308019470,0,10624,32
308019471,3,34012,35
308019471,6,37397,39
308019471,10,35514,37
308019471,13,34355,36
308019471,19,33793,35
308019471,23,36250,38
308019471,26,48215,50
308019471,28,43216,45
308019471,30,46178,48
308019471,32,46854,49
308019471,35,38961,40
308019471,42,34115,35
308019471,51,2458,3
308019471,61,488,1
308019471,0,152,32
308019472,1,43090,45
308019472,2,35290,37
308019472,3,37466,39
308019472,3,43433,45
308019472,4,38187,40
308019472,5,34120,35
308019472,5,55593,58
308019472,6,35579,37
308019472,7,39273,41
308019472,7,34117,35
308019472,8,34577,36
308019472,8,46145,48
308019472,9,43046,45
308019472,10,41085,43
308019472,11,50435,52
308019472,11,34066,35
308019472,12,48967,51
308019472,13,49383,51
308019472,15,34775,36
308019472,15,40545,42
308019472,16,34237,36
308019472,18,34487,36
308019472,19,34263,36
308019472,20,34292,36
308019472,21,35672,37
308019472,22,34771,36
308019472,24,43625,45
308019472,33,21905,23
308019472,43,488,1
308019472,48,33992,35
308019472,57,10994,12
308019472,0,344,32
308019473,1,46127,48
308019473,2,47069,49
308019473,3,40124,42
308019473,3,43763,45
308019473,4,34428,36
308019473,7,37550,39
308019473,9,37706,39
308019473,11,41391,43
308019473,12,34478,36
308019473,13,33716,35
308019473,14,36340,38
308019473,15,34143,36
308019473,16,44331,46
308019473,17,33837,35
308019473,19,34235,36
308019473,20,42990,45
308019473,22,36441,38
308019473,23,33738,35
308019473,25,35555,37
308019473,27,35246,37
308019473,29,36505,38
308019473,30,35921,37
308019473,33,36554,38
308019473,42,6174,7
308019473,51,440,1
308019473,52,46575,48
308019473,54,39404,41
308019473,63,28510,29
308019473,0,56,32
308019474,3,41869,43
308019474,4,37555,39
308019474,5,33741,35
308019474,6,34085,35
308019474,8,33957,35
308019474,11,34306,36
308019474,13,33896,35
308019474,16,46864,49
308019474,18,33896,35
308019474,20,38856,40
308019474,22,33963,35
308019474,22,35711,37
308019474,23,35178,37
308019474,25,34794,36
308019474,26,33946,35
308019474,28,34418,36
308019474,29,38278,40
308019474,32,38905,40
308019474,33,36578,38
308019474,34,35655,37
308019474,44,20220,21
308019474,52,45048,47
308019474,56,35083,36
308019474,0,17313,32
308019475,2,35114,37
308019475,5,34375,36
308019475,9,35809,37
308019475,11,35847,37
308019475,12,33707,35
